image_name,confidence,iou
IMG_20100101_033033.jpg,0.856544554233551,0.9716854574906413
IMG_20100101_033637.jpg,0.922566831111908,0.0
IMG_1243.jpg,0.9491084218025208,0.9125057953348628
IMG_20180720_141952.jpg,0.9406919479370117,0.903796976247017
IMG_1254.jpg,0.9334885478019714,0.9357614255775195
IMG_20180719_123752.jpg,0.9426393508911133,0.9569673029550269
IMG_20180714_103316.jpg,0.9050688147544861,0.9744532650557324
IMG_20100101_023139.jpg,0.9234134554862976,0.8443512544654164
IMG_20180724_124841.jpg,0.6880287528038025,0.2769479012033431
IMG_20180724_130100.jpg,0.9277784824371338,0.9554672286422493
IMG_20180719_124651.jpg,0.9469014406204224,0.5900563358404504
IMG_1302.jpg,0.9186781644821167,0.0
IMG_20180723_124006.jpg,0.8479956984519958,0.8578579843751096
IMG_20180713_104842.jpg,0.9056662917137146,0.9425557284991366
IMG_20180720_123553.jpg,0.9058030247688293,0.4425216738945614
IMG_20180721_090127.jpg,0.8983608484268188,0.9639246359159686
IMG_20180719_125126.jpg,0.9422717094421387,0.9086944908997352
IMG_20180720_142751.jpg,0.9279211759567261,0.876025363865496
IMG_1262.jpg,0.6770198345184326,0.8992956903315016
IMG_20180723_123437.jpg,0.14946816861629486,0.22605408460753665
IMG_20180724_125116.jpg,0.9288530945777893,0.8130705425833061
IMG_20100101_022751.jpg,0.9268945455551147,0.8814519124360268
IMG_20180724_121206.jpg,0.534701943397522,0.3451353867559997
IMG_20180713_110324.jpg,0.7856358885765076,0.8191635468636875
IMG_20180719_124828.jpg,0.9464916586875916,0.9453165089526359
IMG_0233.JPG,0.940150797367096,0.948950289320354
IMG_20180723_123106.jpg,0.8477792143821716,0.5434747905573646
IMG_20180713_111439.jpg,0.9417584538459778,0.0
IMG_20180725_121940.jpg,0.8681626319885254,0.8643324881924807
IMG_20180724_125420.jpg,0.9355522394180298,0.03553668187867325
IMG_20180719_123848.jpg,0.9184977412223816,0.9200224731641236
IMG_20180723_145121.jpg,0.9589643478393555,0.9296263870541377
IMG_20180811_083847.jpg,0.9288272261619568,0.9357550937378644
IMG_20180720_141301.jpg,0.94035404920578,0.9702931842783483
IMG_20180723_144939.jpg,0.21179340779781342,0.7028803150027161
IMG_20180724_150928.jpg,0.9350354075431824,0.9310958658477068
IMG_20180721_091732.jpg,0.9083175659179688,0.9331846927131983
IMG_20180720_142458.jpg,0.8901973366737366,0.0
IMG_20180713_111144.jpg,0.9406121373176575,0.020702093768901707
IMG_20100101_021624.jpg,0.9377022385597229,0.8883384599769489
