image_name,confidence,iou
IMG_20180717_122331.jpg,0.4705260694026947,0.0
IMG_20100101_032553.jpg,0.7805163860321045,0.9331346968592447
IMG_20180723_123254.jpg,0.9330489039421082,0.0
IMG_20180809_083651.jpg,0.8298746943473816,0.0
IMG_0232.JPG,0.9283313751220703,0.836866530918617
IMG_20180725_122231.jpg,0.9190418720245361,0.8210077479041147
IMG_1251.jpg,0.906667947769165,0.8365438383061671
IMG_20180723_145326.jpg,0.9209868907928467,0.8460872101268002
IMG_20180717_122754.jpg,0.9278375506401062,0.8874780170573314
IMG_20180725_120143.jpg,0.19284074008464813,0.0
IMG_20180714_094920.jpg,0.9265148043632507,0.0
IMG_0225.JPG,0.9028733372688293,0.5894802383223453
IMG_20180724_150758.jpg,0.9189574718475342,0.8381454094649265
IMG_20180810_093330.jpg,0.9058886170387268,0.9494618429517525
IMG_1263.jpg,0.9210387468338013,0.9492737460721976
IMG_20180810_092723.jpg,0.9383704662322998,0.8220161891932452
IMG_0207.JPG,0.9129753112792969,0.8512518504732561
IMG_20180719_143637.jpg,0.9259861707687378,0.8337340107413733
IMG_20180723_145353.jpg,0.9539246559143066,0.9661832251854597
IMG_20180725_113855.jpg,0.9261055588722229,0.0
IMG_20180717_095144.jpg,0.9273409843444824,0.9219519400165218
IMG_20100101_033207.jpg,0.322706013917923,0.45991498726690233
IMG_20180725_142219.jpg,0.9076060652732849,0.9044235025696309
IMG_20180714_102857.jpg,0.8827182650566101,0.757344333478215
IMG_0035.JPG,0.7392160892486572,0.14642496262782478
IMG_20180725_114304.jpg,0.9125722646713257,0.9539072256096045
IMG_20100101_033158.jpg,0.9273485541343689,0.3930417873858356
IMG_20180724_123854.jpg,0.9137735366821289,0.7670665437206033
IMG_20180717_105032.jpg,0.8784536123275757,0.0
IMG_20180724_124449.jpg,0.9289525747299194,0.9585070056770044
IMG_20180811_083610.jpg,0.9186930656433105,0.831594216577735
IMG_20180724_121832.jpg,0.933834433555603,0.9042350397848512
IMG_20180719_141917.jpg,0.7015582919120789,0.8902968400596447
IMG_20180720_123954.jpg,0.9220052361488342,0.0
IMG_20180810_085645.jpg,0.041742779314517975,0.0
IMG_0057.JPG,0.09948799759149551,0.0
IMG_0234.JPG,0.8881816864013672,0.8935100955938762
IMG_20100101_033559.jpg,0.9080135822296143,0.0
IMG_1234.jpg,0.35175520181655884,0.576579352518235
IMG_20100101_032317.jpg,0.6788550615310669,0.7836139770242662
